name;type;district_name;lat;lon
Mercat Concepció;Market;Eixample;41.39556815947775;2.169071648271845
Mercat Sant Antoni;Market;Eixample;41.37897269453997;2.162393771599188
Mercat Les Corts;Market;Les Corts;41.38407806063042;2.1298048647400445
Refugi Climàtic;Climate Shelter;Sarrià-Sant Gervasi;41.40104559920798;2.144349344252954
Refugi Climàtic *Plaça de la Farga;Climate Shelter;Sants-Montjuïc;41.372480562958756;2.1386796115745117
Casal de Gent Gran Bon Pastor;Senior Center;Sant Andreu;41.43801228301035;2.204991748427383
Casal de Gent Gran La Palmera;Senior Center;Sant Andreu;41.42278079150254;2.1850490251688464
Refugi climàtic;Climate Shelter;Sants-Montjuïc;41.35795616248951;2.143309958342342
Refugi Cilmàtic;Climate Shelter;Sarrià-Sant Gervasi;41.399662946310215;2.1214877060269433
Refugi Climàtic;Climate Shelter;Ciutat Vella;41.37996377699716;2.188318011021832
Punt d'Activitat de Creu Roja a Sants-Montjuïc;Community Center;Sants-Montjuïc;41.360940765632094;2.1354303913875237
Refugi Climàtic;Climate Shelter;Les Corts;41.38506372270051;2.1179021240670406
Piscina Coberta;Swimming Pool;Horta-Guinardó;41.42789677307303;2.1452465998415344
Biblioteca Vilapicina i la Torre Llobeta - Carmen Laforet;Library;Nou Barris;41.42691611188821;2.1764696039707148
Refugi Climàtic Pati d'Escola;School / Educational;Sants-Montjuïc;41.37186290045591;2.1280851779733574
Refugi Climàtic Pati d'Escola;School / Educational;Nou Barris;41.43943539520372;2.176865748121006
Biblioteca Guinardó - Mercè Rodoreda;Library;Horta-Guinardó;41.41434434997388;2.165335563039016
Museu Terra. Sala Barcelona;Museum;Sant Martí;41.40181518339201;2.1967621622254865
Biblioteca Gòtic - Andreu Nin;Library;Ciutat Vella;41.37848959636991;2.176064541270459
Casal de Gent Gran del Baix Guinardó;Senior Center;Horta-Guinardó;41.409963298329394;2.1675453838467686
Piscines Cobertes;Swimming Pool;Eixample;41.40729090540173;2.179320759601953
Piscina Esportiva Coberta;Swimming Pool;Sants-Montjuïc;41.364786603454995;2.15165633
Refugi Climàtic Pati d'Escola;School / Educational;Sants-Montjuïc;41.36004942767377;2.1384266320287693
Centre Esportiu Municipal Maresme;Sports Center;Sant Martí;41.41289174995191;2.214503855206219
Refugi Climàtic Pati d'Escola Bressol;School / Educational;Sants-Montjuïc;41.377490329618915;2.1407478666950324
Refugi Climàtic Pati d'Escola Bressol;School / Educational;Nou Barris;41.442555073166815;2.1829332651530327
Refugi Climàtic Pati d'Escola;School / Educational;Nou Barris;41.445868894480135;2.1857245692364806
Fundació Privada Festa Major de Gràcia;Cultural Center;Gràcia;41.40610990261945;2.156681343
Refugi Climàtic Pati d'Escola;School / Educational;Gràcia;41.40929559338782;2.1617819614494187
Refugi Climàtic Pati d'Escola;School / Educational;Eixample;41.37557224589931;2.1629307624189775
Refugi Climàtic;Climate Shelter;Eixample;41.38509091288339;2.1436043622794205
Biblioteca Nou Barris - Aurora Díaz Plaja;Library;Nou Barris;41.43684455;2.1712296246319656
