"osm_id","name","operator","community_centre","community_centre.for","addr.postcode","x","y","facility_category","operator.type","social_facility","social_facility.for"
386264463,"33ο, 78ο Δημοτικά Σχολεία",NA,NA,NA,NA,23.7508726080402,38.0080620531294,"school",NA,NA,NA
455059716,"2ο Γενικό Λύκειο Αθηνών «Θεόδωρος Αγγελόπουλος»",NA,NA,NA,"10434",23.7272959743282,37.9933315718229,"school",NA,NA,NA
455462927,"53ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,NA,23.7243637311637,37.9960158287552,"school",NA,NA,NA
455670117,"50ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,NA,23.7238685199192,37.9997668969879,"school",NA,NA,NA
471649256,"41ο Γυμνάσιο Αθηνών",NA,NA,NA,"11252",23.7334070777852,38.0033954137104,"school",NA,NA,NA
488226411,"172ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,NA,23.744844499697,37.9993375309853,"school",NA,NA,NA
488238008,"2ο & 30ο Δημοτικά Σχολεία Αθηνών",NA,NA,NA,NA,23.7436650926006,38.0012285463771,"school",NA,NA,NA
488409370,"29ο Δημοτικό Σχολείο Αθηνών ""Νίκος Γκάτσος""",NA,NA,NA,NA,23.7463185624967,37.9993520146583,"school",NA,NA,NA
489642966,"""Χριστιανική Αγωγή""",NA,NA,NA,NA,23.7402927360263,38.0037185762964,"school",NA,NA,NA
507894513,"19ο Γενικό Λύκειο Αθηνών",NA,NA,NA,NA,23.7310619864299,38.0017035519342,"school",NA,NA,NA
508152162,"108ο & 170ο Δημοτικά Σχολεία Αθηνών",NA,NA,NA,NA,23.7257353497262,38.0029143620922,"school",NA,NA,NA
129318393,"111ο Δημοτικό Σχολείο",NA,NA,NA,"11522",23.7549919346568,37.9909175617722,"school",NA,NA,NA
250800088,"12ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,"11526",23.7704928155488,37.9931570824873,"school",NA,NA,NA
358365341,"Βαρβάκειο Πειραματικό Γυμνάσιο Λύκειο",NA,NA,NA,"15452",23.7659442242715,38.0008922493193,"school",NA,NA,NA
386076969,"Σχολική Αυλή",NA,NA,NA,NA,23.7453610404126,37.9885951898671,"school",NA,NA,NA
445661619,"40ο Δημοτικό σχολείο Αθηνών",NA,NA,NA,NA,23.7507676719268,37.990384664417,"school",NA,NA,NA
457944671,"8ο - 106ο - 153ο Δημοτικά Σχολεία Αθηνών 9ο Ειδικό Σχολείο Αθηνών  12ο - 101ο - 132ο Νηπιαγωγεία Αθηνών",NA,NA,NA,NA,23.7641281942792,37.9833797781093,"school",NA,NA,NA
487951078,"134ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,NA,23.7494146535303,37.9966872257998,"school",NA,NA,NA
779449363,"5ο Γυμνάσιο Ζωγράφου",NA,NA,NA,NA,23.7762088478702,37.9837040546551,"school",NA,NA,NA
200174888,"6ο Γυμνάσιο, 6ο Λύκειο Ζωγράφου",NA,NA,NA,NA,23.7669582214145,37.9714519090798,"school",NA,NA,NA
233999446,"Μαράσλειο Διδασκαλείο","Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών",NA,NA,"10676",23.7467721988921,37.9787300244805,"school",NA,NA,NA
319084316,"70ο Δημοτικό Σχολείο",NA,NA,NA,NA,23.7271318396512,37.9688677559246,"school",NA,NA,NA
333277478,"14ο Γυµνάσιο Αθηνών",NA,NA,NA,NA,23.7233890017958,37.9633687325926,"school",NA,NA,NA
449312702,"36ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,"114 73",23.7391355357431,37.9894838879737,"school",NA,NA,NA
449359969,"5ο Γυμνάσιο Αθηνών",NA,NA,NA,"10681",23.7358806772569,37.986423360591,"school",NA,NA,NA
480820339,"9ο Δημοτικό Σχολείο Αθηνών",NA,NA,NA,NA,23.7565006050087,37.9722448776652,"school",NA,NA,NA
4382255761,"Κλίμακα",NA,NA,NA,"11854",23.711574,37.979975,"social_centre",NA,"shelter","homeless"
4780139420,"Κέντρο Ημέρας Αστέγων Κλίμακας","Κλίμακα",NA,NA,NA,23.708153,37.9770738,"social_centre",NA,"day_care","homeless"
4384303672,"Ξενώνας Συλλόγου ""Ελπίδα""",NA,NA,NA,"11527",23.7625465,37.9817183,"social_centre",NA,"nursing_home","child"
4675488615,"Ο.ΚΑ.ΝΑ - Σταθμός Φροντίδας Εξαρτημένων Ατόμων - Κέντρο ημέρας","Ο.ΚΑ.ΝΑ",NA,NA,NA,23.7279096,37.9868679,"social_centre",NA,"day_care","drug_addicted"
217559195,"Αργέντειος Παιδική Στέγη","Ίδρυμα ""Η παιδική στέγη""",NA,NA,"11851",23.7161917021772,37.9735018086778,"social_centre",NA,"day_care","child"
423948322,"Προσφυγικός καταυλισμός Ελαιώνα",NA,NA,NA,NA,23.6977212880375,37.982168259353,"social_centre",NA,"shelter","migrant"
292418723,"Μονάδα Φροντίδας Ηλικιωμένων ""Αττική""",NA,NA,NA,"10446",23.7258233216198,37.9974810633633,"social_centre",NA,"nursing_home","senior"
506917603,"Εστία των Αθηνών",NA,NA,NA,NA,23.7348878991416,38.0080581375849,"social_centre",NA,"shelter","homeless"
12531394837,"Σχολή Ξεναγών",NA,NA,NA,NA,23.7156996,37.9823044,"university",NA,NA,NA
6172597647,"Αμφιθέατρο Μικροβιολογίας",NA,NA,NA,NA,23.7659892,37.9849723,"university",NA,NA,NA
2327652794,"Νομική Σχολή & Σχολή Οικονομικών και Πολιτικών Επιστημών","Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών",NA,NA,NA,23.7359529,37.9808895,"university",NA,NA,NA
6635438083,"Διδασκαλείο Ξένων Γλωσσών ΕΚΠΑ (2ο κτήριο)","ΕΚΠΑ",NA,NA,"10562",23.7339445,37.9769499,"university",NA,NA,NA
7239119697,"Σχολή Οικονομικών & Πολιτικών Επιστημών - ΕΚΠΑ","Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών",NA,NA,"10559",23.7299918,37.9804514,"university",NA,NA,NA
9221220157,"Τμήμα Πολιτικής Επιστήμης και Δημόσιας Διοίκησης",NA,NA,NA,"10678",23.7307001,37.9840456,"university",NA,NA,NA
9506019492,"Mediterranean college",NA,NA,NA,NA,23.732573,37.9954794,"university",NA,NA,NA
13034854928,"Τμήμα Εκπαίδευσης και Αγωγής στην Προσχολική Ηλικία","ΕΚΠΑ",NA,NA,NA,23.7351747,37.9837097,"university",NA,NA,NA
486729368,"Οικονομικό Πανεπιστήμιο Αθηνών",NA,NA,NA,NA,23.73622027375,37.9959597228542,"university",NA,NA,NA
169296317,"Ιατρική Σχολή","Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών",NA,NA,NA,23.7665172405513,37.9845868064804,"university",NA,NA,NA
481754146,"Τμήμα Νοσηλευτικής Πανεπιστημίου Αθηνών","Πανεπιστήμιο Αθηνών",NA,NA,"11527",23.7668228023735,37.9828150578507,"university",NA,NA,NA
694478174,"Σχολή Δημόσιας Υγείας","Πανεπιστήμιο Δυτικής Αττικής",NA,NA,NA,23.7592056351562,37.9865755783802,"university",NA,NA,NA
23212071,"Ανωτάτη Σχολή Καλών Τεχνών Αθήνας",NA,NA,NA,NA,23.7309706774425,37.9882974908334,"university",NA,NA,NA
23212080,"Κτήριο Γκίνη",NA,NA,NA,NA,23.7322962276691,37.9874272864281,"university",NA,NA,NA
195310582,"Aegean College",NA,NA,NA,NA,23.7342649991584,37.9783566511896,"university",NA,NA,NA
316766910,"Οικονομικό Πανεπιστήμιο Αθηνών",NA,NA,NA,NA,23.7324710928905,37.9941430650302,"university",NA,NA,NA
846791240,"Εθνικόν και Καποδιστριακόν Πανεπιστήμιον Αθηνών",NA,NA,NA,NA,23.734027058122,37.9808910377371,"university",NA,NA,NA
