osm_id;name;operator;operator.type;community_centre;x;y;facility_category;addr.postcode;social_facility;social_facility.for
1735448479;Biblioteca Renzo Renzi;NA;NA;NA;11.3347494;44.5026588;library;NA;NA;NA
3786662011;"Biblioteca della salute mentale e delle scienze umane ""Minguzzi - Gentili""";Istituzione Gian Franco Minguzzi della Città metropolitana di Bologna e Università di Bologna;public;NA;11.3303837;44.4932314;library;NA;NA;NA
9884010452;Aula studio Borges;NA;NA;NA;11.3273629;44.505037;library;NA;NA;NA
11051615178;Istituto storico Parri;Biblioteche Bologna;government;NA;11.33385;44.4934909;library;NA;NA;NA
11338072272;biblioteca Spagna;NA;NA;NA;11.3393355;44.4908571;library;NA;NA;NA
11534163701;"Biblioteca di strada ""Lorenzo Brogioni""";NA;NA;NA;11.3273778;44.4910438;library;NA;NA;NA
13048684285;Biblioteca San Genesio;NA;NA;NA;11.3123606;44.4892709;library;NA;NA;NA
9031478242;Sala Studio Prometeo;Prometeo;NA;NA;11.3575979;44.4927467;library;NA;NA;NA
9767139108;Biblioteca agenzia sanitaria e sociale regionale (regione Emilia-Romagna);Agenzia sanitaria e sociale regionale regione Emilia-Romagna;government;NA;11.3589928;44.510037;library;NA;NA;NA
9767283685;Biblioteca dell'Assemblea Legislativa della Regione Emilia Romagna;Assemblea Legislativa della Regione Emilia Romagna;government;NA;11.3655695;44.5075654;library;NA;NA;NA
9819412185;Biblioteca Centralizzata IRCCS Azienda Ospedaliero-Universitaria di Bologna;Servizio sanitario dell'Emilia Romagna;public;NA;11.3638571;44.4902351;library;NA;NA;NA
9849872491;Biblioteca Istituto Nazionale di Geofisica e Vulcanologia;Istituto Nazionale di Geofisica e Vulcanologia - INGV;public;NA;11.3567214;44.500628;library;NA;NA;NA
