Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Seccio_Censal;codi_seccion_censal;average annual income brutto
10;Sant Martí;72;Sant Martí de Provençals;119;72-119;16371
10;Sant Martí;72;Sant Martí de Provençals;120;72-120;17387
10;Sant Martí;72;Sant Martí de Provençals;121;72-121;16923
10;Sant Martí;72;Sant Martí de Provençals;122;72-122;21756
10;Sant Martí;73;la Verneda i la Pau;123;73-123;19241
10;Sant Martí;73;la Verneda i la Pau;124;73-124;19857
10;Sant Martí;73;la Verneda i la Pau;125;73-125;17171
10;Sant Martí;73;la Verneda i la Pau;126;73-126;18697
10;Sant Martí;73;la Verneda i la Pau;127;73-127;20440
10;Sant Martí;73;la Verneda i la Pau;128;73-128;20793
10;Sant Martí;73;la Verneda i la Pau;129;73-129;20354
10;Sant Martí;73;la Verneda i la Pau;130;73-130;19107
10;Sant Martí;73;la Verneda i la Pau;131;73-131;22828
10;Sant Martí;73;la Verneda i la Pau;132;73-132;16611
10;Sant Martí;73;la Verneda i la Pau;133;73-133;16198
10;Sant Martí;73;la Verneda i la Pau;134;73-134;16332
10;Sant Martí;73;la Verneda i la Pau;135;73-135;16776
10;Sant Martí;73;la Verneda i la Pau;136;73-136;16585
10;Sant Martí;73;la Verneda i la Pau;137;73-137;14903
10;Sant Martí;73;la Verneda i la Pau;138;73-138;12765
10;Sant Martí;73;la Verneda i la Pau;139;73-139;14602
10;Sant Martí;73;la Verneda i la Pau;140;73-140;14617
10;Sant Martí;73;la Verneda i la Pau;141;73-141;15149
10;Sant Martí;73;la Verneda i la Pau;142;73-142;14059
10;Sant Martí;73;la Verneda i la Pau;143;73-143;15366
10;Sant Martí;65;el Clot;234;65-234;20545
10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;235;69-235;17770
10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;236;69-236;18651
10;Sant Martí;71;Provençals del Poblenou;237;71-237;16521
